frame,timestamp,type,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_u,center_v,depth_mm,x_mm,y_mm,z_mm,display_fps,rgb_rx_fps,depth_msg_rx_fps,depth_rx_fps,detect_fps,infer_ms,last_infer_ms,det_count,depth_age_ms,grasp_status,stable_frames,grasp_sample_count,raw_depth_valid,roi_valid_count,roi_total_count,primary_conf,raw_center_u,raw_center_v,smooth_center_u,smooth_center_v,grasp_x_mm,grasp_y_mm,grasp_z_mm,grasp_depth_mm,qr_texts,qr_live_count,qr_memory_count,qr_decode_ms,qr_source,qr_scan_mode,qr_scan_rois,qr_busy,raw_rgb_age_ms,det_summary,object_results
1,2026-08-10T09:32:38.862,perf,runtime,,,,,,,,,,,,1.0,3.0,0.0,0.0,1.0,91.4,91.4,1,0.0,stabilizing 1/2,1,0,,,,0.84,650,573,650,573,,,,,,0,0,0.0,,,0,0,0.0,plastic bag:0.84,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.84,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""stabilizing 1/2""}]"
11,2026-08-10T09:32:39.429,perf,runtime,,,,,,,,,,,,15.88,15.88,3.53,1.76,15.88,23.0,20.9,1,315.7,valid,10,1,True,70142,73548,0.85,650,573,650,573,5.2,174.7,999.0,999.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.85,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.85,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.7,""z_mm"":999.0,""status"":""valid""}]"
21,2026-08-10T09:32:39.930,perf,runtime,,,,,,,,,,,,15.98,17.98,2.0,4.0,15.98,20.6,16.6,1,113.4,valid,18,2,True,69550,73416,0.86,650,572,650,573,5.2,173.9,997.5,997.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.86,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.86,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":173.9,""z_mm"":997.5,""status"":""valid""}]"
30,2026-08-10T09:32:40.451,perf,runtime,,,,,,,,,,,,17.24,19.16,3.83,1.92,17.24,19.1,17.7,1,316.6,valid,27,2,True,69838,73094,0.857,650,573,650,573,5.2,173.9,997.5,997.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.86,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.857,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":173.9,""z_mm"":997.5,""status"":""valid""}]"
39,2026-08-10T09:32:41.034,perf,runtime,,,,,,,,,,,,15.44,13.73,1.72,3.43,15.44,16.0,8.8,1,160.2,valid,36,2,True,70629,73321,0.852,650,573,650,573,5.2,174.4,1000.0,1000.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.85,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.852,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.4,""z_mm"":1000.0,""status"":""valid""}]"
48,2026-08-10T09:32:41.591,perf,runtime,,,,,,,,,,,,16.16,16.16,1.8,1.8,16.16,15.1,13.6,1,309.7,valid,45,2,True,70205,73321,0.841,650,573,650,573,5.2,174.6,998.5,998.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.84,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.841,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.6,""z_mm"":998.5,""status"":""valid""}]"
56,2026-08-10T09:32:42.106,perf,runtime,,,,,,,,,,,,15.53,15.53,3.88,3.88,15.53,14.3,9.6,2,29.6,valid,53,2,True,70716,73416,0.842,650,573,650,573,5.2,174.4,1000.5,1000.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.84;plastic bag:0.36,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.842,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.4,""z_mm"":1000.5,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.358,""qr"":"""",""valid"":true,""x_mm"":557.5,""y_mm"":108.0,""z_mm"":931.0,""status"":""secondary valid""}]"
64,2026-08-10T09:32:42.626,perf,runtime,,,,,,,,,,,,13.46,15.38,1.92,1.92,13.46,15.3,13.7,1,215.0,valid,60,2,True,70290,73644,0.845,651,572,650,573,5.2,173.4,998.0,998.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.85,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.845,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":173.4,""z_mm"":998.0,""status"":""valid""}]"
72,2026-08-10T09:32:43.136,perf,runtime,,,,,,,,,,,,15.7,15.7,1.96,1.96,15.7,15.8,10.8,1,370.5,valid,68,2,True,69892,73416,0.843,649,573,650,573,5.2,173.4,998.0,998.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.84,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.843,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":173.4,""z_mm"":998.0,""status"":""valid""}]"
81,2026-08-10T09:32:43.739,perf,runtime,,,,,,,,,,,,14.91,16.57,3.31,3.31,14.91,15.1,13.5,1,227.8,valid,77,2,True,70690,73094,0.854,650,574,650,573,5.2,174.1,998.5,998.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.85,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.854,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.1,""z_mm"":998.5,""status"":""valid""}]"
90,2026-08-10T09:32:44.323,perf,runtime,,,,,,,,,,,,15.41,15.41,3.42,3.42,15.41,13.9,16.9,1,11.2,valid,86,2,True,70650,73416,0.847,649,574,650,573,5.2,174.6,998.0,998.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.85,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.847,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.6,""z_mm"":998.0,""status"":""valid""}]"
101,2026-08-10T09:32:44.947,perf,runtime,,,,,,,,,,,,17.64,17.64,3.21,3.21,17.64,14.4,23.7,1,5.5,valid,97,2,True,70660,73548,0.843,650,573,650,573,5.2,174.1,998.5,998.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.84,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.843,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.1,""z_mm"":998.5,""status"":""valid""}]"
112,2026-08-10T09:32:45.493,perf,runtime,,,,,,,,,,,,20.13,18.3,1.83,1.83,20.13,15.3,16.1,1,214.3,valid,108,2,True,70104,73094,0.848,650,574,650,573,5.2,174.2,999.0,999.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.85,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.848,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.2,""z_mm"":999.0,""status"":""valid""}]"
121,2026-08-10T09:32:45.997,perf,runtime,,,,,,,,,,,,15.89,17.88,3.97,3.97,15.89,15.9,12.9,1,62.1,valid,116,2,True,70156,72772,0.858,650,572,650,574,5.2,174.4,997.5,997.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.86,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.858,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.4,""z_mm"":997.5,""status"":""valid""}]"
133,2026-08-10T09:32:46.583,perf,runtime,,,,,,,,,,,,18.76,20.47,3.41,3.41,18.76,15.8,15.2,1,32.6,valid,127,2,True,71492,74196,0.852,650,573,650,573,5.2,174.4,1000.0,1000.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.85,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.852,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.4,""z_mm"":1000.0,""status"":""valid""}]"
143,2026-08-10T09:32:47.085,perf,runtime,,,,,,,,,,,,19.92,19.92,1.99,1.99,19.92,15.9,11.9,1,263.4,valid,137,2,True,70548,73548,0.846,650,574,650,573,5.2,174.5,1001.0,1001.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.85,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.846,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.5,""z_mm"":1001.0,""status"":""valid""}]"
152,2026-08-10T09:32:47.612,perf,runtime,,,,,,,,,,,,17.07,18.97,3.79,3.79,17.07,16.1,16.9,1,180.6,valid,146,2,True,70526,73548,0.855,650,573,650,573,5.2,175.1,1001.5,1001.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.85,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.855,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":175.1,""z_mm"":1001.5,""status"":""valid""}]"
163,2026-08-10T09:32:48.114,perf,runtime,,,,,,,,,,,,19.91,19.91,3.98,3.98,19.91,16.3,11.6,1,24.7,valid,156,2,True,71316,73548,0.846,650,574,650,573,5.2,174.1,999.0,999.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.85,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.846,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.1,""z_mm"":999.0,""status"":""valid""}]"
170,2026-08-10T09:32:48.628,perf,runtime,,,,,,,,,,,,13.64,15.59,1.95,1.95,13.64,16.3,22.0,1,148.2,valid,163,2,True,70266,73548,0.851,650,574,650,573,5.2,174.8,1000.0,1000.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.85,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.851,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.8,""z_mm"":1000.0,""status"":""valid""}]"
179,2026-08-10T09:32:49.173,perf,runtime,,,,,,,,,,,,16.5,14.67,1.83,1.83,16.5,16.4,12.8,1,349.6,valid,172,2,True,70551,73775,0.845,650,573,650,573,5.2,174.8,1000.0,1000.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.85,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.845,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.8,""z_mm"":1000.0,""status"":""valid""}]"
187,2026-08-10T09:32:49.684,perf,runtime,,,,,,,,,,,,15.64,15.64,3.91,3.91,15.64,16.3,18.4,3,50.2,valid,180,2,True,70850,73548,0.855,650,573,650,573,5.2,174.8,999.5,999.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.86;plastic bag:0.32;plastic bag:0.32,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.855,""qr"":"""",""valid"":true,""x_mm"":5.2,""y_mm"":174.8,""z_mm"":999.5,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.322,""qr"":"""",""valid"":true,""x_mm"":557.5,""y_mm"":110.0,""z_mm"":931.0,""status"":""secondary valid""},{""idx"":3,""label"":""plastic bag"",""conf"":0.316,""qr"":"""",""valid"":true,""x_mm"":2658.7,""y_mm"":-1037.5,""z_mm"":4022.0,""status"":""secondary valid""}]"
