frame,timestamp,type,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_u,center_v,depth_mm,x_mm,y_mm,z_mm,display_fps,rgb_rx_fps,depth_msg_rx_fps,depth_rx_fps,detect_fps,infer_ms,last_infer_ms,det_count,depth_age_ms,grasp_status,stable_frames,grasp_sample_count,raw_depth_valid,roi_valid_count,roi_total_count,primary_conf,raw_center_u,raw_center_v,smooth_center_u,smooth_center_v,grasp_x_mm,grasp_y_mm,grasp_z_mm,grasp_depth_mm,qr_texts,qr_live_count,qr_memory_count,qr_decode_ms,qr_source,qr_scan_mode,qr_scan_rois,qr_busy,raw_rgb_age_ms,det_summary,object_results
1,2026-08-10T14:32:35.870,perf,runtime,,,,,,,,,,,,1.05,2.09,0.0,0.0,1.05,48.7,48.7,1,0.0,stabilizing 1/2,1,0,,,,0.879,684,572,684,572,,,,,,0,0,0.0,,,0,0,0.0,plastic bag:0.88,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.879,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""stabilizing 1/2""}]"
9,2026-08-10T14:32:36.390,perf,runtime,,,,,,,,,,,,15.36,13.44,3.84,3.84,15.36,13.0,9.3,1,72.0,valid,9,2,True,69158,74094,0.874,683,573,684,572,42.1,171.8,995.0,995.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.874,""qr"":"""",""valid"":true,""x_mm"":42.1,""y_mm"":171.8,""z_mm"":995.0,""status"":""valid""}]"
17,2026-08-10T14:32:36.912,perf,runtime,,,,,,,,,,,,15.35,15.35,3.84,3.84,15.35,10.4,10.4,1,66.7,valid,17,2,True,71958,74880,0.871,684,572,684,573,42.0,171.8,994.5,994.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.871,""qr"":"""",""valid"":true,""x_mm"":42.0,""y_mm"":171.8,""z_mm"":994.5,""status"":""valid""}]"
27,2026-08-10T14:32:37.424,perf,runtime,,,,,,,,,,,,19.5,19.5,3.9,3.9,19.5,9.1,5.4,1,37.2,valid,27,2,True,70098,74094,0.878,684,573,685,573,42.5,171.9,992.0,992.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.88,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.878,""qr"":"""",""valid"":true,""x_mm"":42.5,""y_mm"":171.9,""z_mm"":992.0,""status"":""valid""}]"
38,2026-08-10T14:32:37.936,perf,runtime,,,,,,,,,,,,21.48,21.48,1.95,1.95,21.48,7.3,5.6,1,190.8,valid,38,2,True,69562,74178,0.875,685,573,684,573,42.5,172.1,993.0,993.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.88,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.875,""qr"":"""",""valid"":true,""x_mm"":42.5,""y_mm"":172.1,""z_mm"":993.0,""status"":""valid""}]"
50,2026-08-10T14:32:38.504,perf,runtime,,,,,,,,,,,,21.14,26.42,3.52,1.76,21.14,7.8,18.9,1,393.3,valid,50,2,True,69666,74412,0.876,685,573,685,573,42.1,171.9,995.5,995.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.88,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.876,""qr"":"""",""valid"":true,""x_mm"":42.1,""y_mm"":171.9,""z_mm"":995.5,""status"":""valid""}]"
65,2026-08-10T14:32:39.055,perf,runtime,,,,,,,,,,,,23.59,21.78,1.81,3.63,23.59,8.0,6.6,1,142.3,valid,63,2,True,69910,73944,0.878,685,572,685,573,43.3,172.3,998.0,998.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.88,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.878,""qr"":"""",""valid"":true,""x_mm"":43.3,""y_mm"":172.3,""z_mm"":998.0,""status"":""valid""}]"
78,2026-08-10T14:32:39.560,perf,runtime,,,,,,,,,,,,25.73,27.71,1.98,1.98,25.73,7.9,8.4,1,256.6,valid,76,2,True,68626,74412,0.878,685,573,685,573,42.7,172.1,996.5,996.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.88,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.878,""qr"":"""",""valid"":true,""x_mm"":42.7,""y_mm"":172.1,""z_mm"":996.5,""status"":""valid""}]"
91,2026-08-10T14:32:40.093,perf,runtime,,,,,,,,,,,,24.39,22.51,3.75,3.75,24.39,7.7,11.0,1,83.8,valid,89,2,True,72132,74730,0.876,684,570,685,572,42.6,171.3,995.0,995.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.88,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.876,""qr"":"""",""valid"":true,""x_mm"":42.6,""y_mm"":171.3,""z_mm"":995.0,""status"":""valid""}]"
102,2026-08-10T14:32:40.608,perf,runtime,,,,,,,,,,,,17.5,21.39,1.94,1.94,17.5,7.7,6.0,2,49.9,valid,98,2,True,69602,74412,0.874,685,573,685,573,42.7,171.4,996.0,996.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.87;plastic bag:0.30,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.874,""qr"":"""",""valid"":true,""x_mm"":42.7,""y_mm"":171.4,""z_mm"":996.0,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.303,""qr"":"""",""valid"":true,""x_mm"":-681.1,""y_mm"":142.7,""z_mm"":1052.0,""status"":""secondary valid""}]"
