frame,timestamp,type,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_u,center_v,depth_mm,x_mm,y_mm,z_mm,display_fps,rgb_rx_fps,depth_msg_rx_fps,depth_rx_fps,detect_fps,infer_ms,last_infer_ms,det_count,depth_age_ms,grasp_status,stable_frames,grasp_sample_count,raw_depth_valid,roi_valid_count,roi_total_count,primary_conf,raw_center_u,raw_center_v,smooth_center_u,smooth_center_v,grasp_x_mm,grasp_y_mm,grasp_z_mm,grasp_depth_mm,qr_texts,qr_live_count,qr_memory_count,qr_decode_ms,qr_source,qr_scan_mode,qr_scan_rois,qr_busy,raw_rgb_age_ms,det_summary,object_results
1,2026-08-12T09:18:33.477,perf,runtime,,,,,,,,,,,,1.16,5.81,5.81,1.16,1.16,68.4,68.4,1,115.9,stabilizing 1/2,1,0,,,,0.869,729,580,729,580,,,,,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.869,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""stabilizing 1/2""}]"
15,2026-08-12T09:18:34.014,perf,runtime,,,,,,,,,,,,20.5,20.5,20.5,5.59,20.5,22.0,30.3,1,48.1,valid,12,2,True,73773,75259,0.87,723,579,727,579,88.2,176.2,977.0,977.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.87,""qr"":"""",""valid"":true,""x_mm"":88.2,""y_mm"":176.2,""z_mm"":977.0,""status"":""valid""}]"
35,2026-08-12T09:18:34.538,perf,runtime,,,,,,,,,,,,21.0,38.17,15.27,3.82,21.0,15.3,4.4,1,150.7,valid,23,2,True,73642,75492,0.881,729,579,729,579,88.4,176.1,979.5,979.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.88,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.881,""qr"":"""",""valid"":true,""x_mm"":88.4,""y_mm"":176.1,""z_mm"":979.5,""status"":""valid""}]"
47,2026-08-12T09:18:35.077,perf,runtime,,,,,,,,,,,,20.41,22.27,22.27,5.57,20.41,10.2,29.1,1,60.7,valid,34,2,True,74285,75725,0.874,729,580,728,579,88.9,176.4,978.5,978.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.874,""qr"":"""",""valid"":true,""x_mm"":88.9,""y_mm"":176.4,""z_mm"":978.5,""status"":""valid""}]"
67,2026-08-12T09:18:35.616,perf,runtime,,,,,,,,,,,,20.38,37.05,16.67,3.71,20.38,6.9,5.0,1,197.1,valid,45,2,True,74163,75725,0.873,729,579,728,579,88.2,176.2,977.0,977.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.873,""qr"":"""",""valid"":true,""x_mm"":88.2,""y_mm"":176.2,""z_mm"":977.0,""status"":""valid""}]"
78,2026-08-12T09:18:36.120,perf,runtime,,,,,,,,,,,,21.83,21.83,21.83,5.95,21.83,6.6,4.4,1,88.4,valid,56,2,True,73235,74793,0.873,726,579,727,579,88.3,176.4,978.5,978.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.873,""qr"":"""",""valid"":true,""x_mm"":88.3,""y_mm"":176.4,""z_mm"":978.5,""status"":""valid""}]"
98,2026-08-12T09:18:36.659,perf,runtime,,,,,,,,,,,,20.42,37.12,16.7,3.71,20.42,6.6,4.8,1,202.7,valid,67,2,True,72297,73689,0.864,727,579,727,578,88.4,176.0,979.0,979.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.86,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.864,""qr"":"""",""valid"":true,""x_mm"":88.4,""y_mm"":176.0,""z_mm"":979.0,""status"":""valid""}]"
110,2026-08-12T09:18:37.208,perf,runtime,,,,,,,,,,,,20.03,23.67,21.85,5.46,20.03,7.2,11.4,1,136.3,valid,78,2,True,73431,75075,0.868,730,580,728,579,88.2,176.1,976.5,976.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.868,""qr"":"""",""valid"":true,""x_mm"":88.2,""y_mm"":176.1,""z_mm"":976.5,""status"":""valid""}]"
128,2026-08-12T09:18:37.725,perf,runtime,,,,,,,,,,,,23.22,32.9,17.42,5.81,23.22,9.6,4.4,1,42.8,valid,90,2,True,72736,74382,0.856,727,580,728,579,88.3,176.4,978.0,978.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.86,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.856,""qr"":"""",""valid"":true,""x_mm"":88.3,""y_mm"":176.4,""z_mm"":978.0,""status"":""valid""}]"
148,2026-08-12T09:18:38.255,perf,runtime,,,,,,,,,,,,20.76,35.86,16.99,3.77,20.76,8.5,4.3,1,160.7,valid,101,2,True,73522,75168,0.879,729,580,728,580,87.8,176.6,979.0,979.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.88,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.879,""qr"":"""",""valid"":true,""x_mm"":87.8,""y_mm"":176.6,""z_mm"":979.0,""status"":""valid""}]"
