frame,timestamp,type,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_u,center_v,depth_mm,x_mm,y_mm,z_mm,display_fps,rgb_rx_fps,depth_msg_rx_fps,depth_rx_fps,detect_fps,infer_ms,last_infer_ms,det_count,depth_age_ms,grasp_status,stable_frames,grasp_sample_count,raw_depth_valid,roi_valid_count,roi_total_count,primary_conf,raw_center_u,raw_center_v,smooth_center_u,smooth_center_v,grasp_x_mm,grasp_y_mm,grasp_z_mm,grasp_depth_mm,qr_texts,qr_live_count,qr_memory_count,qr_decode_ms,qr_source,qr_scan_mode,qr_scan_rois,qr_busy,raw_rgb_age_ms,det_summary,object_results
1,2026-08-10T16:40:50.863,perf,runtime,,,,,,,,,,,,0.85,1.69,0.0,0.0,0.85,33.3,33.3,2,0.0,stabilizing 1/2,1,0,,,,0.745,481,615,481,615,,,,,,0,0,0.0,,,0,0,0.0,plastic bag:0.74;plastic bag:0.34,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.745,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""stabilizing 1/2""},{""idx"":2,""label"":""plastic bag"",""conf"":0.345,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""no depth""}]"
5,2026-08-10T16:40:51.450,perf,runtime,,,,,,,,,,,,6.82,5.11,3.41,1.7,6.82,11.8,7.1,2,418.2,valid,5,1,True,66852,70512,0.744,481,615,482,615,-161.6,202.1,907.0,907.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.74;plastic bag:0.34,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.744,""qr"":"""",""valid"":true,""x_mm"":-161.6,""y_mm"":202.1,""z_mm"":907.0,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.337,""qr"":"""",""valid"":true,""x_mm"":-79.5,""y_mm"":135.6,""z_mm"":1008.0,""status"":""secondary valid""}]"
8,2026-08-10T16:40:51.975,perf,runtime,,,,,,,,,,,,5.71,5.71,1.9,3.81,5.71,9.6,5.7,1,117.7,valid,8,2,True,67460,70642,0.787,481,614,482,614,-161.7,202.2,907.5,907.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.79,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.787,""qr"":"""",""valid"":true,""x_mm"":-161.7,""y_mm"":202.2,""z_mm"":907.5,""status"":""valid""}]"
11,2026-08-10T16:40:52.494,perf,runtime,,,,,,,,,,,,5.78,5.78,1.93,1.93,5.78,8.3,5.4,3,156.1,valid,11,2,True,68046,70770,0.723,481,614,481,614,-161.7,201.8,907.5,907.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.72;plastic bag:0.46;plastic bag:0.40,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.723,""qr"":"""",""valid"":true,""x_mm"":-161.7,""y_mm"":201.8,""z_mm"":907.5,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.464,""qr"":"""",""valid"":true,""x_mm"":-78.3,""y_mm"":142.3,""z_mm"":993.0,""status"":""secondary valid""},{""idx"":3,""label"":""plastic bag"",""conf"":0.4,""qr"":"""",""valid"":true,""x_mm"":66.2,""y_mm"":222.1,""z_mm"":937.0,""status"":""secondary valid""}]"
14,2026-08-10T16:40:53.078,perf,runtime,,,,,,,,,,,,5.13,5.13,1.71,1.71,5.13,7.6,4.5,1,332.2,valid,14,2,True,67147,70433,0.75,482,615,481,614,-161.8,201.9,908.0,908.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.75,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.75,""qr"":"""",""valid"":true,""x_mm"":-161.8,""y_mm"":201.9,""z_mm"":908.0,""status"":""valid""}]"
18,2026-08-10T16:40:53.662,perf,runtime,,,,,,,,,,,,6.85,6.85,1.71,1.71,6.85,7.3,4.6,3,470.4,valid,18,2,True,68444,71190,0.793,484,614,482,614,-161.8,201.9,908.0,908.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.79;plastic bag:0.45;plastic bag:0.42,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.793,""qr"":"""",""valid"":true,""x_mm"":-161.8,""y_mm"":201.9,""z_mm"":908.0,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.452,""qr"":"""",""valid"":true,""x_mm"":66.2,""y_mm"":221.1,""z_mm"":937.0,""status"":""secondary valid""},{""idx"":3,""label"":""plastic bag"",""conf"":0.418,""qr"":"""",""valid"":true,""x_mm"":-78.3,""y_mm"":131.1,""z_mm"":1007.0,""status"":""secondary valid""}]"
23,2026-08-10T16:40:54.213,perf,runtime,,,,,,,,,,,,9.09,9.09,1.82,1.82,9.09,7.0,5.1,3,427.3,valid,23,2,True,67912,70642,0.748,481,615,482,614,-161.8,201.9,908.0,908.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.75;plastic bag:0.45;plastic bag:0.30,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.748,""qr"":"""",""valid"":true,""x_mm"":-161.8,""y_mm"":201.9,""z_mm"":908.0,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.445,""qr"":"""",""valid"":true,""x_mm"":66.1,""y_mm"":220.8,""z_mm"":936.0,""status"":""secondary valid""},{""idx"":3,""label"":""plastic bag"",""conf"":0.302,""qr"":"""",""valid"":true,""x_mm"":29.2,""y_mm"":97.1,""z_mm"":1081.0,""status"":""secondary valid""}]"
28,2026-08-10T16:40:54.771,perf,runtime,,,,,,,,,,,,8.95,8.95,1.79,1.79,8.95,6.7,5.4,2,381.6,valid,28,2,True,68124,70896,0.795,480,614,481,613,-161.8,201.9,908.0,908.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.79;plastic bag:0.35,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.795,""qr"":"""",""valid"":true,""x_mm"":-161.8,""y_mm"":201.9,""z_mm"":908.0,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.353,""qr"":"""",""valid"":true,""x_mm"":66.1,""y_mm"":221.8,""z_mm"":936.0,""status"":""secondary valid""}]"
32,2026-08-10T16:40:55.330,perf,runtime,,,,,,,,,,,,7.17,7.17,1.79,1.79,7.17,6.0,9.4,1,376.2,valid,32,2,True,67739,70433,0.721,482,615,481,614,-161.8,201.4,908.0,908.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.72,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.721,""qr"":"""",""valid"":true,""x_mm"":-161.8,""y_mm"":201.4,""z_mm"":908.0,""status"":""valid""}]"
35,2026-08-10T16:40:55.859,perf,runtime,,,,,,,,,,,,5.67,5.67,1.89,1.89,5.67,5.9,4.8,1,252.0,valid,35,2,True,67873,70433,0.765,480,614,481,614,-161.8,201.9,908.0,908.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.77,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.765,""qr"":"""",""valid"":true,""x_mm"":-161.8,""y_mm"":201.9,""z_mm"":908.0,""status"":""valid""}]"
