frame,timestamp,type,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_u,center_v,depth_mm,x_mm,y_mm,z_mm,display_fps,rgb_rx_fps,depth_msg_rx_fps,depth_rx_fps,detect_fps,infer_ms,last_infer_ms,det_count,depth_age_ms,grasp_status,stable_frames,grasp_sample_count,raw_depth_valid,roi_valid_count,roi_total_count,primary_conf,raw_center_u,raw_center_v,smooth_center_u,smooth_center_v,grasp_x_mm,grasp_y_mm,grasp_z_mm,grasp_depth_mm,qr_texts,qr_live_count,qr_memory_count,qr_decode_ms,qr_source,qr_scan_mode,qr_scan_rois,qr_busy,raw_rgb_age_ms,det_summary,object_results
1,2026-08-10T09:25:04.861,perf,runtime,,,,,,,,,,,,0.46,0.46,0.0,0.0,0.46,79.4,79.4,1,0.0,stabilizing 1/2,1,0,,,,0.856,630,581,630,581,,,,,,0,0,0.0,,,0,0,0.0,plastic bag:0.86,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.856,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""stabilizing 1/2""}]"
5,2026-08-10T09:25:05.511,perf,runtime,,,,,,,,,,,,6.15,6.15,0.0,0.0,6.15,28.1,17.4,2,0.0,no depth,5,0,,,,0.851,629,580,630,582,,,,,,0,0,0.0,,,0,0,0.0,plastic bag:0.85;plastic bag:0.31,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.851,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""no depth""},{""idx"":2,""label"":""plastic bag"",""conf"":0.309,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""no depth""}]"
9,2026-08-10T09:25:06.081,perf,runtime,,,,,,,,,,,,7.03,7.03,1.76,1.76,7.03,22.9,15.1,1,216.8,valid,9,1,True,63647,64923,0.845,630,581,629,581,-16.8,189.3,1007.0,1007.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.84,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.845,""qr"":"""",""valid"":true,""x_mm"":-16.8,""y_mm"":189.3,""z_mm"":1007.0,""status"":""valid""}]"
14,2026-08-10T09:25:06.591,perf,runtime,,,,,,,,,,,,9.79,9.79,0.0,0.0,9.79,21.2,19.1,1,727.3,valid,14,1,True,63126,64400,0.814,630,583,630,582,-16.8,190.4,1007.0,1007.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.81,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.814,""qr"":"""",""valid"":true,""x_mm"":-16.8,""y_mm"":190.4,""z_mm"":1007.0,""status"":""valid""}]"
18,2026-08-10T09:25:07.125,perf,runtime,,,,,,,,,,,,7.5,7.5,1.87,1.87,7.5,20.5,20.5,1,435.4,valid,18,2,True,63190,64320,0.867,630,580,630,581,-16.8,189.4,1007.5,1007.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.867,""qr"":"""",""valid"":true,""x_mm"":-16.8,""y_mm"":189.4,""z_mm"":1007.5,""status"":""valid""}]"
21,2026-08-10T09:25:07.805,perf,runtime,,,,,,,,,,,,2.94,7.35,1.47,1.47,2.94,20.7,27.8,2,261.7,valid,20,2,True,63200,64722,0.843,630,581,630,581,-16.8,189.4,1007.5,1007.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.84;plastic bag:0.48,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.843,""qr"":"""",""valid"":true,""x_mm"":-16.8,""y_mm"":189.4,""z_mm"":1007.5,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.48,""qr"":"""",""valid"":true,""x_mm"":2523.4,""y_mm"":-1028.4,""z_mm"":3888.0,""status"":""secondary valid""}]"
27,2026-08-10T09:25:08.366,perf,runtime,,,,,,,,,,,,8.91,7.12,0.0,0.0,8.91,20.3,19.9,2,823.2,valid,25,2,True,62878,64400,0.857,630,581,630,581,-16.8,189.4,1007.5,1007.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.86;plastic bag:0.66,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.857,""qr"":"""",""valid"":true,""x_mm"":-16.8,""y_mm"":189.4,""z_mm"":1007.5,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.657,""qr"":"""",""valid"":true,""x_mm"":2558.7,""y_mm"":-1011.0,""z_mm"":3903.0,""status"":""secondary valid""}]"
32,2026-08-10T09:25:09.079,perf,runtime,,,,,,,,,,,,7.01,7.01,1.4,1.4,7.01,19.9,19.9,2,560.9,valid,30,2,True,63566,64722,0.848,630,580,630,581,-16.8,189.2,1006.5,1006.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.85;plastic bag:0.34,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.848,""qr"":"""",""valid"":true,""x_mm"":-16.8,""y_mm"":189.2,""z_mm"":1006.5,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.34,""qr"":"""",""valid"":true,""x_mm"":2577.7,""y_mm"":-1048.6,""z_mm"":3932.0,""status"":""secondary valid""}]"
36,2026-08-10T09:25:09.619,perf,runtime,,,,,,,,,,,,7.41,7.41,1.85,1.85,7.41,18.4,21.8,3,124.5,valid,34,2,True,63352,64722,0.848,630,581,630,581,-16.8,189.2,1006.5,1006.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.85;plastic bag:0.36;plastic bag:0.31,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.848,""qr"":"""",""valid"":true,""x_mm"":-16.8,""y_mm"":189.2,""z_mm"":1006.5,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.358,""qr"":"""",""valid"":true,""x_mm"":2560.6,""y_mm"":-1040.0,""z_mm"":3932.0,""status"":""secondary valid""},{""idx"":3,""label"":""plastic bag"",""conf"":0.31,""qr"":"""",""valid"":true,""x_mm"":554.3,""y_mm"":111.8,""z_mm"":929.0,""status"":""secondary valid""}]"
42,2026-08-10T09:25:10.173,perf,runtime,,,,,,,,,,,,10.83,10.83,0.0,0.0,10.83,19.2,17.2,2,678.3,valid,40,2,True,63352,64722,0.853,630,580,630,581,-16.8,189.2,1006.5,1006.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.85;plastic bag:0.39,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.853,""qr"":"""",""valid"":true,""x_mm"":-16.8,""y_mm"":189.2,""z_mm"":1006.5,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.393,""qr"":"""",""valid"":true,""x_mm"":556.3,""y_mm"":110.8,""z_mm"":929.0,""status"":""secondary valid""}]"
