frame,timestamp,type,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_u,center_v,depth_mm,x_mm,y_mm,z_mm,display_fps,rgb_rx_fps,depth_msg_rx_fps,depth_rx_fps,detect_fps,infer_ms,last_infer_ms,det_count,depth_age_ms,grasp_status,stable_frames,grasp_sample_count,raw_depth_valid,roi_valid_count,roi_total_count,primary_conf,raw_center_u,raw_center_v,smooth_center_u,smooth_center_v,grasp_x_mm,grasp_y_mm,grasp_z_mm,grasp_depth_mm,qr_texts,qr_live_count,qr_memory_count,qr_decode_ms,qr_source,qr_scan_mode,qr_scan_rois,qr_busy,raw_rgb_age_ms,det_summary,object_results
1,2026-08-12T09:10:49.687,perf,runtime,,,,,,,,,,,,1.22,4.88,4.88,1.22,1.22,85.1,85.1,1,143.8,stabilizing 1/2,1,0,,,,0.423,588,578,588,578,,,,,,0,0,0.0,,,0,0,0.0,plastic bag:0.42,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.423,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""stabilizing 1/2""}]"
14,2026-08-12T09:10:50.205,perf,runtime,,,,,,,,,,,,19.31,21.24,21.24,5.79,19.31,17.8,4.6,1,48.6,valid,11,2,True,94486,98332,0.45,541,579,586,581,-51.2,167.3,933.5,933.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.45,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.45,""qr"":"""",""valid"":true,""x_mm"":-51.2,""y_mm"":167.3,""z_mm"":933.5,""status"":""valid""}]"
34,2026-08-12T09:10:50.740,perf,runtime,,,,,,,,,,,,20.56,37.39,16.83,3.74,20.56,14.8,22.0,1,174.5,valid,22,2,True,85094,88452,0.38,596,581,568,580,-73.2,167.5,934.5,934.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.38,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.38,""qr"":"""",""valid"":true,""x_mm"":-73.2,""y_mm"":167.5,""z_mm"":934.5,""status"":""valid""}]"
46,2026-08-12T09:10:51.283,perf,runtime,,,,,,,,,,,,20.24,22.08,22.08,5.52,20.24,11.3,25.5,1,100.1,valid,33,2,True,98244,101764,0.429,630,586,590,582,-55.2,168.1,932.5,932.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.43,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.429,""qr"":"""",""valid"":true,""x_mm"":-55.2,""y_mm"":168.1,""z_mm"":932.5,""status"":""valid""}]"
66,2026-08-12T09:10:51.816,perf,runtime,,,,,,,,,,,,18.79,37.57,16.91,5.64,18.79,12.5,4.6,1,5.0,valid,43,2,True,76310,79530,0.413,548,579,551,579,-80.1,166.9,931.5,931.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.41,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.413,""qr"":"""",""valid"":true,""x_mm"":-80.1,""y_mm"":166.9,""z_mm"":931.5,""status"":""valid""}]"
77,2026-08-12T09:10:52.380,perf,runtime,,,,,,,,,,,,17.71,31.89,19.49,3.54,17.71,11.0,8.1,1,142.5,valid,53,2,True,77346,80586,0.594,544,580,551,580,-96.8,166.5,932.0,932.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.59,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.594,""qr"":"""",""valid"":true,""x_mm"":-96.8,""y_mm"":166.5,""z_mm"":932.0,""status"":""valid""}]"
97,2026-08-12T09:10:52.886,perf,runtime,,,,,,,,,,,,17.79,25.7,17.79,5.93,17.79,9.2,14.9,1,36.5,valid,62,2,True,87889,91744,0.397,543,579,573,581,-82.7,166.5,932.0,932.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.40,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.397,""qr"":"""",""valid"":true,""x_mm"":-82.7,""y_mm"":166.5,""z_mm"":932.0,""status"":""valid""}]"
115,2026-08-12T09:10:53.409,perf,runtime,,,,,,,,,,,,21.04,40.16,17.21,3.82,21.04,7.6,8.0,1,136.7,valid,72,2,True,87039,90768,0.525,544,579,571,580,-67.0,166.9,934.0,934.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.52,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.525,""qr"":"""",""valid"":true,""x_mm"":-67.0,""y_mm"":166.9,""z_mm"":934.0,""status"":""valid""}]"
128,2026-08-12T09:10:53.920,perf,runtime,,,,,,,,,,,,17.61,19.56,19.56,5.87,17.61,8.4,8.3,1,15.3,valid,81,2,True,91525,95305,0.512,540,579,579,580,-67.6,167.5,934.5,934.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.51,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.512,""qr"":"""",""valid"":true,""x_mm"":-67.6,""y_mm"":167.5,""z_mm"":934.5,""status"":""valid""}]"
147,2026-08-12T09:10:54.430,perf,runtime,,,,,,,,,,,,21.56,39.21,17.64,3.92,21.56,7.7,4.4,1,124.9,valid,92,2,True,77225,80735,0.362,542,578,552,579,-79.6,167.0,932.0,932.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.36,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.362,""qr"":"""",""valid"":true,""x_mm"":-79.6,""y_mm"":167.0,""z_mm"":932.0,""status"":""valid""}]"
