frame,timestamp,type,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_u,center_v,depth_mm,x_mm,y_mm,z_mm,display_fps,rgb_rx_fps,depth_msg_rx_fps,depth_rx_fps,detect_fps,infer_ms,last_infer_ms,det_count,depth_age_ms,grasp_status,stable_frames,grasp_sample_count,raw_depth_valid,roi_valid_count,roi_total_count,primary_conf,raw_center_u,raw_center_v,smooth_center_u,smooth_center_v,grasp_x_mm,grasp_y_mm,grasp_z_mm,grasp_depth_mm,qr_texts,qr_live_count,qr_memory_count,qr_decode_ms,qr_source,qr_scan_mode,qr_scan_rois,qr_busy,raw_rgb_age_ms,det_summary,object_results
1,2026-08-10T15:18:33.089,perf,runtime,,,,,,,,,,,,0.91,0.91,0.0,0.0,0.91,38.7,38.7,1,0.0,stabilizing 1/2,1,0,,,,0.495,622,565,622,565,,,,,,0,0,0.0,,,0,0,0.0,plastic bag:0.50,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.495,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""stabilizing 1/2""}]"
4,2026-08-10T15:18:33.595,perf,runtime,,,,,,,,,,,,5.93,5.93,1.98,0.0,5.93,15.8,8.3,1,0.0,no depth,4,0,,,,0.308,622,566,622,565,,,,,,0,0,0.0,,,0,0,0.0,plastic bag:0.31,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.308,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""no depth""}]"
10,2026-08-10T15:18:34.496,perf,runtime,,,,,,,,,,,,6.66,6.66,0.0,1.11,6.66,10.9,6.5,1,889.8,valid,8,1,True,36728,37518,0.622,622,565,622,565,-25.1,173.9,988.0,988.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.62,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.622,""qr"":"""",""valid"":true,""x_mm"":-25.1,""y_mm"":173.9,""z_mm"":988.0,""status"":""valid""}]"
15,2026-08-10T15:18:35.020,perf,runtime,,,,,,,,,,,,9.56,9.56,1.91,1.91,9.56,9.7,6.5,1,466.6,valid,11,2,True,36845,37687,0.421,621,565,621,565,-25.1,173.9,988.5,988.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.42,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.421,""qr"":"""",""valid"":true,""x_mm"":-25.1,""y_mm"":173.9,""z_mm"":988.5,""status"":""valid""}]"
22,2026-08-10T15:18:35.630,perf,runtime,,,,,,,,,,,,11.46,11.46,1.64,1.64,11.46,8.7,7.0,1,373.1,valid,17,2,True,37106,37856,0.438,622,566,622,565,-25.1,173.9,988.5,988.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.44,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.438,""qr"":"""",""valid"":true,""x_mm"":-25.1,""y_mm"":173.9,""z_mm"":988.5,""status"":""valid""}]"
26,2026-08-10T15:18:36.194,perf,runtime,,,,,,,,,,,,7.1,7.1,1.77,1.77,7.1,8.5,5.8,1,252.6,valid,21,2,True,36912,37632,0.398,622,565,622,565,-25.1,173.9,988.5,988.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.40,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.398,""qr"":"""",""valid"":true,""x_mm"":-25.1,""y_mm"":173.9,""z_mm"":988.5,""status"":""valid""}]"
31,2026-08-10T15:18:36.770,perf,runtime,,,,,,,,,,,,8.68,8.68,1.74,1.74,8.68,7.3,7.2,1,224.4,valid,25,2,True,36842,37464,0.55,622,566,622,566,-25.1,173.9,988.5,988.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.55,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.55,""qr"":"""",""valid"":true,""x_mm"":-25.1,""y_mm"":173.9,""z_mm"":988.5,""status"":""valid""}]"
36,2026-08-10T15:18:37.317,perf,runtime,,,,,,,,,,,,9.13,9.13,0.0,0.0,9.13,7.1,7.4,1,771.8,valid,30,2,True,37234,37856,0.463,622,565,622,565,-25.1,173.9,988.5,988.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.46,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.463,""qr"":"""",""valid"":true,""x_mm"":-25.1,""y_mm"":173.9,""z_mm"":988.5,""status"":""valid""}]"
43,2026-08-10T15:18:38.070,perf,runtime,,,,,,,,,,,,9.3,9.3,2.66,2.66,9.3,6.9,7.9,1,141.0,valid,36,2,True,37170,37856,0.437,622,566,622,565,-25.1,174.2,989.5,989.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.44,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.437,""qr"":"""",""valid"":true,""x_mm"":-25.1,""y_mm"":174.2,""z_mm"":989.5,""status"":""valid""}]"
48,2026-08-10T15:18:39.205,perf,runtime,,,,,,,,,,,,4.41,4.41,0.88,0.88,4.41,7.2,8.7,1,12.2,valid,39,2,True,37210,37856,0.551,622,565,622,565,-25.1,174.2,989.5,989.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.55,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.551,""qr"":"""",""valid"":true,""x_mm"":-25.1,""y_mm"":174.2,""z_mm"":989.5,""status"":""valid""}]"
