frame,timestamp,type,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_u,center_v,depth_mm,x_mm,y_mm,z_mm,display_fps,rgb_rx_fps,depth_msg_rx_fps,depth_rx_fps,detect_fps,infer_ms,last_infer_ms,det_count,depth_age_ms,grasp_status,stable_frames,grasp_sample_count,raw_depth_valid,roi_valid_count,roi_total_count,primary_conf,raw_center_u,raw_center_v,smooth_center_u,smooth_center_v,grasp_x_mm,grasp_y_mm,grasp_z_mm,grasp_depth_mm,qr_texts,qr_live_count,qr_memory_count,qr_decode_ms,qr_source,qr_scan_mode,qr_scan_rois,qr_busy,raw_rgb_age_ms,det_summary,object_results
1,2026-08-10T15:25:19.984,perf,runtime,,,,,,,,,,,,0.21,0.21,0.43,0.43,0.21,31.5,31.5,0,489.3,no target,0,0,,,,,,,,,,,,,,0,0,0.0,,,0,0,0.0,,[]
3,2026-08-10T15:25:20.608,perf,runtime,,,,,,,,,,,,3.21,3.21,1.6,1.6,3.21,19.3,16.4,0,103.7,no target,0,0,,,,,,,,,,,,,,0,0,0.0,,,0,0,0.0,,[]
5,2026-08-10T15:25:21.238,perf,runtime,,,,,,,,,,,,3.17,3.17,0.0,0.0,3.17,14.3,6.8,0,734.4,no target,0,0,,,,,,,,,,,,,,0,0,0.0,,,0,0,0.0,,[]
7,2026-08-10T15:25:21.764,perf,runtime,,,,,,,,,,,,3.8,3.8,1.9,1.9,3.8,11.8,5.7,1,305.0,valid,2,1,True,38991,39559,0.312,684,619,684,618,39.5,217.3,934.0,934.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.31,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.312,""qr"":"""",""valid"":true,""x_mm"":39.5,""y_mm"":217.3,""z_mm"":934.0,""status"":""valid""}]"
11,2026-08-10T15:25:22.378,perf,runtime,,,,,,,,,,,,6.51,6.51,1.63,1.63,6.51,9.5,5.0,1,347.4,valid,3,2,True,39262,39960,0.371,685,619,684,619,39.5,217.3,934.0,934.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.37,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.371,""qr"":"""",""valid"":true,""x_mm"":39.5,""y_mm"":217.3,""z_mm"":934.0,""status"":""valid""}]"
16,2026-08-10T15:25:22.959,perf,runtime,,,,,,,,,,,,8.62,8.62,3.45,3.45,8.62,8.0,3.6,1,169.1,valid,4,2,True,39319,40001,0.317,684,619,684,618,39.5,216.8,934.0,934.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.32,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.317,""qr"":"""",""valid"":true,""x_mm"":39.5,""y_mm"":216.8,""z_mm"":934.0,""status"":""valid""}]"
21,2026-08-10T15:25:23.502,perf,runtime,,,,,,,,,,,,9.21,9.21,1.84,1.84,9.21,7.2,7.8,1,274.9,valid,4,2,True,39381,40001,0.317,684,619,684,618,39.5,216.4,934.5,934.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.32,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.317,""qr"":"""",""valid"":true,""x_mm"":39.5,""y_mm"":216.4,""z_mm"":934.5,""status"":""valid""}]"
26,2026-08-10T15:25:24.008,perf,runtime,,,,,,,,,,,,9.87,9.87,1.97,1.97,9.87,6.9,5.7,1,379.7,valid,4,2,True,39357,40001,0.317,684,619,684,618,39.5,216.2,934.0,934.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.32,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.317,""qr"":"""",""valid"":true,""x_mm"":39.5,""y_mm"":216.2,""z_mm"":934.0,""status"":""valid""}]"
33,2026-08-10T15:25:24.590,perf,runtime,,,,,,,,,,,,12.03,12.03,3.44,3.44,12.03,5.4,4.0,1,124.0,stabilizing 1/2,1,0,,,,0.334,684,618,684,618,,,,,,0,0,0.0,,,0,0,0.0,plastic bag:0.33,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.334,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""stabilizing 1/2""}]"
41,2026-08-10T15:25:25.156,perf,runtime,,,,,,,,,,,,14.15,14.15,1.77,1.77,14.15,4.9,4.6,1,224.8,valid,5,2,True,39702,40404,0.329,685,618,685,618,40.0,216.2,933.5,933.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.33,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.329,""qr"":"""",""valid"":true,""x_mm"":40.0,""y_mm"":216.2,""z_mm"":933.5,""status"":""valid""}]"
49,2026-08-10T15:25:25.657,perf,runtime,,,,,,,,,,,,15.97,15.97,2.0,2.0,15.97,5.0,3.8,1,329.0,valid,5,2,True,39776,40404,0.329,685,618,685,618,40.6,216.5,935.0,935.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.33,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.329,""qr"":"""",""valid"":true,""x_mm"":40.6,""y_mm"":216.5,""z_mm"":935.0,""status"":""valid""}]"
55,2026-08-10T15:25:26.217,perf,runtime,,,,,,,,,,,,8.91,10.7,1.78,1.78,8.91,5.1,3.9,1,395.0,valid,5,2,True,39702,40404,0.329,685,618,685,618,40.6,216.5,935.0,935.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.33,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.329,""qr"":"""",""valid"":true,""x_mm"":40.6,""y_mm"":216.5,""z_mm"":935.0,""status"":""valid""}]"
64,2026-08-10T15:25:26.777,perf,runtime,,,,,,,,,,,,16.08,16.08,3.57,3.57,16.08,4.8,4.5,0,18.1,no target,0,0,,,,,,,,,,,,,,0,0,0.0,,,0,0,0.0,,[]
