frame,timestamp,type,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_u,center_v,depth_mm,x_mm,y_mm,z_mm,display_fps,rgb_rx_fps,depth_msg_rx_fps,depth_rx_fps,detect_fps,infer_ms,last_infer_ms,det_count,depth_age_ms,grasp_status,stable_frames,grasp_sample_count,raw_depth_valid,roi_valid_count,roi_total_count,primary_conf,raw_center_u,raw_center_v,smooth_center_u,smooth_center_v,grasp_x_mm,grasp_y_mm,grasp_z_mm,grasp_depth_mm,qr_texts,qr_live_count,qr_memory_count,qr_decode_ms,qr_source,qr_scan_mode,qr_scan_rois,qr_busy,raw_rgb_age_ms,det_summary,object_results
1,2026-08-10T09:21:37.197,perf,runtime,,,,,,,,,,,,0.86,1.72,0.0,0.0,0.86,104.0,104.0,1,0.0,stabilizing 1/2,1,0,,,,0.877,644,548,644,548,,,,,,0,0,0.0,,,0,0,0.0,plastic bag:0.88,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.877,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""stabilizing 1/2""}]"
9,2026-08-10T09:21:37.717,perf,runtime,,,,,,,,,,,,11.55,13.47,0.0,0.0,11.55,34.8,20.4,2,0.0,no depth,7,0,,,,0.874,644,549,644,548,,,,,,0,0,0.0,,,0,0,0.0,plastic bag:0.87;plastic bag:0.37,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.874,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""no depth""},{""idx"":2,""label"":""plastic bag"",""conf"":0.372,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""no depth""}]"
19,2026-08-10T09:21:38.244,perf,runtime,,,,,,,,,,,,17.07,18.97,0.0,0.0,17.07,27.0,15.9,2,0.0,no depth,16,0,,,,0.86,644,551,644,549,,,,,,0,0,0.0,,,0,0,0.0,plastic bag:0.86;plastic bag:0.37,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.86,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""no depth""},{""idx"":2,""label"":""plastic bag"",""conf"":0.366,""qr"":"""",""valid"":false,""x_mm"":"""",""y_mm"":"""",""z_mm"":"""",""status"":""no depth""}]"
32,2026-08-10T09:21:38.777,perf,runtime,,,,,,,,,,,,18.76,26.26,1.88,1.88,18.76,25.3,25.4,1,407.6,valid,26,1,True,61543,62491,0.866,644,548,644,549,-1.4,157.6,1037.0,1037.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.866,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":157.6,""z_mm"":1037.0,""status"":""valid""}]"
45,2026-08-10T09:21:39.319,perf,runtime,,,,,,,,,,,,18.45,22.14,1.85,1.85,18.45,21.4,16.0,1,92.4,valid,36,2,True,61237,62491,0.868,645,549,644,549,-1.4,158.1,1040.0,1040.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.868,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":158.1,""z_mm"":1040.0,""status"":""valid""}]"
54,2026-08-10T09:21:39.849,perf,runtime,,,,,,,,,,,,16.98,18.87,0.0,0.0,16.98,20.7,27.0,1,622.4,valid,45,2,True,60938,62192,0.865,645,548,644,550,-1.4,158.1,1040.0,1040.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.865,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":158.1,""z_mm"":1040.0,""status"":""valid""}]"
63,2026-08-10T09:21:40.356,perf,runtime,,,,,,,,,,,,11.83,15.77,1.97,1.97,11.83,20.7,19.4,1,36.8,valid,51,2,True,61018,62790,0.863,645,548,644,549,-1.4,158.1,1044.0,1044.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.86,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.863,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":158.1,""z_mm"":1044.0,""status"":""valid""}]"
74,2026-08-10T09:21:40.860,perf,runtime,,,,,,,,,,,,17.87,21.84,0.0,0.0,17.87,19.5,18.7,1,540.5,valid,60,2,True,60510,62282,0.866,644,550,644,549,-1.4,158.1,1044.0,1044.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.866,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":158.1,""z_mm"":1044.0,""status"":""valid""}]"
86,2026-08-10T09:21:41.411,perf,runtime,,,,,,,,,,,,18.14,21.77,1.81,1.81,18.14,19.8,21.7,1,361.0,valid,70,2,True,61238,62878,0.874,643,547,644,548,-1.4,157.7,1041.5,1041.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.874,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":157.7,""z_mm"":1041.5,""status"":""valid""}]"
98,2026-08-10T09:21:41.938,perf,runtime,,,,,,,,,,,,20.87,22.76,1.9,1.9,20.87,19.0,18.9,1,118.8,valid,81,2,True,62532,63722,0.867,644,550,645,549,-1.4,156.9,1036.5,1036.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.867,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":156.9,""z_mm"":1036.5,""status"":""valid""}]"
110,2026-08-10T09:21:42.468,perf,runtime,,,,,,,,,,,,22.66,24.54,0.0,0.0,22.66,19.4,18.0,2,648.4,valid,93,2,True,61600,62790,0.867,644,548,644,549,-1.4,156.9,1036.5,1036.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.87;plastic bag:0.32,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.867,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":156.9,""z_mm"":1036.5,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.318,""qr"":"""",""valid"":true,""x_mm"":-681.1,""y_mm"":143.8,""z_mm"":1052.0,""status"":""secondary valid""}]"
119,2026-08-10T09:21:42.978,perf,runtime,,,,,,,,,,,,17.64,15.68,1.96,1.96,17.64,19.3,18.8,1,380.6,valid,102,2,True,61902,62700,0.872,644,549,644,549,-1.4,156.6,1037.5,1037.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.872,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":156.6,""z_mm"":1037.5,""status"":""valid""}]"
130,2026-08-10T09:21:43.511,perf,runtime,,,,,,,,,,,,15.01,24.38,1.88,1.88,15.01,20.5,24.6,1,104.5,valid,110,2,True,61647,63089,0.871,643,548,643,548,-1.4,156.0,1037.5,1037.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.871,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":156.0,""z_mm"":1037.5,""status"":""valid""}]"
142,2026-08-10T09:21:44.015,perf,runtime,,,,,,,,,,,,17.88,23.84,0.0,0.0,17.88,20.6,29.2,1,607.8,valid,119,2,True,61266,62700,0.868,643,551,644,549,-1.4,156.0,1037.5,1037.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.868,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":156.0,""z_mm"":1037.5,""status"":""valid""}]"
157,2026-08-10T09:21:44.535,perf,runtime,,,,,,,,,,,,23.06,24.98,1.92,1.92,23.06,22.1,19.6,1,314.0,valid,131,2,True,61732,63000,0.866,644,548,644,549,-1.4,156.0,1037.5,1037.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.866,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":156.0,""z_mm"":1037.5,""status"":""valid""}]"
168,2026-08-10T09:21:45.104,perf,runtime,,,,,,,,,,,,15.83,22.86,1.76,1.76,15.83,21.2,24.9,1,305.1,valid,140,2,True,61576,63210,0.869,643,549,644,549,-1.4,156.2,1035.5,1035.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.869,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":156.2,""z_mm"":1035.5,""status"":""valid""}]"
181,2026-08-10T09:21:45.616,perf,runtime,,,,,,,,,,,,21.48,21.48,1.95,1.95,21.48,21.1,21.9,1,112.6,valid,151,2,True,61201,62909,0.862,644,551,644,549,-1.4,155.8,1033.0,1033.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.86,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.862,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":155.8,""z_mm"":1033.0,""status"":""valid""}]"
194,2026-08-10T09:21:46.134,perf,runtime,,,,,,,,,,,,21.23,28.95,1.93,1.93,21.23,22.0,42.2,1,39.6,valid,162,2,True,61292,63000,0.866,643,548,644,549,-1.4,155.8,1033.0,1033.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.87,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.866,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":155.8,""z_mm"":1033.0,""status"":""valid""}]"
209,2026-08-10T09:21:46.647,perf,runtime,,,,,,,,,,,,23.37,25.32,1.95,1.95,23.37,22.1,19.6,2,5.7,valid,174,2,True,61360,62700,0.853,644,550,644,549,-1.4,156.2,1035.5,1035.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.85;plastic bag:0.32,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.853,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":156.2,""z_mm"":1035.5,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.318,""qr"":"""",""valid"":true,""x_mm"":-681.9,""y_mm"":143.1,""z_mm"":1055.0,""status"":""secondary valid""}]"
222,2026-08-10T09:21:47.148,perf,runtime,,,,,,,,,,,,19.99,29.98,0.0,0.0,19.99,22.2,24.2,2,506.0,valid,184,2,True,62022,63300,0.864,644,548,644,548,-1.4,156.2,1035.5,1035.5,,0,0,0.0,,,0,0,0.0,plastic bag:0.86;plastic bag:0.35,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.864,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":156.2,""z_mm"":1035.5,""status"":""valid""},{""idx"":2,""label"":""plastic bag"",""conf"":0.353,""qr"":"""",""valid"":true,""x_mm"":-683.0,""y_mm"":141.9,""z_mm"":1055.0,""status"":""secondary valid""}]"
236,2026-08-10T09:21:47.648,perf,runtime,,,,,,,,,,,,21.99,23.99,2.0,2.0,21.99,21.9,17.5,1,466.6,valid,195,2,True,61951,63327,0.865,644,550,644,549,-1.4,156.4,1037.0,1037.0,,0,0,0.0,,,0,0,0.0,plastic bag:0.86,"[{""idx"":1,""label"":""plastic bag"",""conf"":0.865,""qr"":"""",""valid"":true,""x_mm"":-1.4,""y_mm"":156.4,""z_mm"":1037.0,""status"":""valid""}]"
